Algorithms                , Algorithm_ID         , DPA_METHODS, FEE_METHODS, FES_METHODS, CLF_METHODS, END_METHODS       , END_TO_END_METHODS, DPA_METHODS_ID, FEE_METHODS_ID, FES_METHODS_ID, CLF_METHODS_ID, END_METHODS_ID, END_TO_END_METHODS_ID, accuracy          , train_time           , test_time
RA-MEKT-ANOVA-K-MLP       , "[2, 0, 0, 0, 50, 0]", RA         ,            ,            ,            , MEKT-ANOVA-K-MLP  ,                   ,              2,              0,              0,              0,             50,                     0, 0.9233333333333335,   2.434802031517029  , 0.39827694892883303
RA-MEKT-ANOVA-P-LDA       , "[2, 0, 0, 0, 51, 0]", RA         ,            ,            ,            , MEKT-ANOVA-P-LDA  ,                   ,              2,              0,              0,              0,             51,                     0, 0.9200000000000002,   2.354224967956543  , 0.4918848514556885
RA-MEKT-ANOVA-P-LR        , "[2, 0, 0, 0, 52, 0]", RA         ,            ,            ,            , MEKT-ANOVA-P-LR   ,                   ,              2,              0,              0,              0,             52,                     0, 0.9222222222222223,   2.5327480316162108 , 0.4483910322189331
RA-MEKT-ANOVA-P-SVM       , "[2, 0, 0, 0, 53, 0]", RA         ,            ,            ,            , MEKT-ANOVA-P-SVM  ,                   ,              2,              0,              0,              0,             53,                     0, 0.9144444444444446,   2.3297130346298216 , 0.44890100955963136
RA-MEKT-ANOVA-P-MLP       , "[2, 0, 0, 0, 54, 0]", RA         ,            ,            ,            , MEKT-ANOVA-P-MLP  ,                   ,              2,              0,              0,              0,             54,                     0, 0.8988888888888888,   2.4604990243911744 , 0.47135224342346194
RA-MEKT-PCA-LDA           , "[2, 0, 0, 0, 55, 0]", RA         ,            ,            ,            , MEKT-PCA-LDA      ,                   ,              2,              0,              0,              0,             55,                     0, 0.95              ,   2.3382266044616697 , 0.4412585973739624
RA-MEKT-PCA-LR            , "[2, 0, 0, 0, 56, 0]", RA         ,            ,            ,            , MEKT-PCA-LR       ,                   ,              2,              0,              0,              0,             56,                     0, 0.9511111111111111,   2.249910044670105  , 0.43184504508972166
RA-MEKT-PCA-SVM           , "[2, 0, 0, 0, 57, 0]", RA         ,            ,            ,            , MEKT-PCA-SVM      ,                   ,              2,              0,              0,              0,             57,                     0, 0.8988888888888888,   2.323360323905945  , 0.4390679121017456
RA-MEKT-PCA-MLP           , "[2, 0, 0, 0, 58, 0]", RA         ,            ,            ,            , MEKT-PCA-MLP      ,                   ,              2,              0,              0,              0,             58,                     0, 0.9044444444444444,   2.5091076612472536 , 0.43290736675262453
RA-MEKT-LASSO-LDA         , "[2, 0, 0, 0, 59, 0]", RA         ,            ,            ,            , MEKT-LASSO-LDA    ,                   ,              2,              0,              0,              0,             59,                     0, 0.9444444444444444,   2.3041102409362795 , 0.4429157733917236
RA-MEKT-LASSO-LR          , "[2, 0, 0, 0, 60, 0]", RA         ,            ,            ,            , MEKT-LASSO-LR     ,                   ,              2,              0,              0,              0,             60,                     0, 0.9411111111111111,   2.3179042100906373 , 0.42989287376403806
RA-MEKT-LASSO-SVM         , "[2, 0, 0, 0, 61, 0]", RA         ,            ,            ,            , MEKT-LASSO-SVM    ,                   ,              2,              0,              0,              0,             61,                     0, 0.9166666666666667,   2.2757630348205566 , 0.43772616386413576
RA-MEKT-LASSO-MLP         , "[2, 0, 0, 0, 62, 0]", RA         ,            ,            ,            , MEKT-LASSO-MLP    ,                   ,              2,              0,              0,              0,             62,                     0, 0.9222222222222223,   2.5057066679000854 , 0.4535010576248169
RA-MEKT-RFE-LDA           , "[2, 0, 0, 0, 63, 0]", RA         ,            ,            ,            , MEKT-RFE-LDA      ,                   ,              2,              0,              0,              0,             63,                     0, 0.9544444444444444,   2.599050521850586  , 0.46059837341308596
RA-MEKT-RFE-LR            , "[2, 0, 0, 0, 64, 0]", RA         ,            ,            ,            , MEKT-RFE-LR       ,                   ,              2,              0,              0,              0,             64,                     0, 0.9566666666666667,   2.5955503225326537 , 0.4770808696746826
RA-MEKT-RFE-SVM           , "[2, 0, 0, 0, 65, 0]", RA         ,            ,            ,            , MEKT-RFE-SVM      ,                   ,              2,              0,              0,              0,             65,                     0, 0.8988888888888888,   2.5985435247421265 , 0.46982769966125487
RA-MEKT-RFE-MLP           , "[2, 0, 0, 0, 66, 0]", RA         ,            ,            ,            , MEKT-RFE-MLP      ,                   ,              2,              0,              0,              0,             66,                     0, 0.9244444444444445,   2.7599857568740847 , 0.44611029624938964
RA-MEKT-RFECV-LDA         , "[2, 0, 0, 0, 67, 0]", RA         ,            ,            ,            , MEKT-RFECV-LDA    ,                   ,              2,              0,              0,              0,             67,                     0, 0.9477777777777778,   2.800192141532898  , 0.3996458053588867
RA-MEKT-RFECV-LR          , "[2, 0, 0, 0, 68, 0]", RA         ,            ,            ,            , MEKT-RFECV-LR     ,                   ,              2,              0,              0,              0,             68,                     0, 0.9477777777777778,   2.6102909088134765 , 0.4172584056854248
RA-MEKT-RFECV-SVM         , "[2, 0, 0, 0, 69, 0]", RA         ,            ,            ,            , MEKT-RFECV-SVM    ,                   ,              2,              0,              0,              0,             69,                     0, 0.918888888888889 ,   2.605966830253601  , 0.4300117015838623
RA-MEKT-RFECV-MLP         , "[2, 0, 0, 0, 70, 0]", RA         ,            ,            ,            , MEKT-RFECV-MLP    ,                   ,              2,              0,              0,              0,             70,                     0, 0.9166666666666667,   2.724432373046875  , 0.40233421325683594
RPA-RKNN                  , "[3, 0, 0, 0, 1, 0]" , RPA        ,            ,            ,            , RKNN              ,                   ,              3,              0,              0,              0,              1,                     0, 0.8222222222222223,   0.24958009719848634, 1.9943668842315674
RPA-RKSVM                 , "[3, 0, 0, 0, 2, 0]" , RPA        ,            ,            ,            , RKSVM             ,                   ,              3,              0,              0,              0,              2,                     0, 0.9033333333333333,   0.4650702953338623 , 0.2551248073577881
RPA-ABC-MDM               , "[3, 0, 0, 0, 3, 0]" , RPA        ,            ,            ,            , ABC-MDM           ,                   ,              3,              0,              0,              0,              3,                     0, 0.8666666666666668,   4.461281037330627  , 0.4272041082382202
RPA-ABC-FGMDM             , "[3, 0, 0, 0, 4, 0]" , RPA        ,            ,            ,            , ABC-FGMDM         ,                   ,              3,              0,              0,              0,              4,                     0, 0.9144444444444444,   0.6916147708892822 , 0.24536361694335937
RPA-ABC-TS-LDA            , "[3, 0, 0, 0, 5, 0]" , RPA        ,            ,            ,            , ABC-TS-LDA        ,                   ,              3,              0,              0,              0,              5,                     0, 0.8277777777777777,   0.49393491744995116, 0.1949903964996338
RPA-ABC-TS-LR             , "[3, 0, 0, 0, 6, 0]" , RPA        ,            ,            ,            , ABC-TS-LR         ,                   ,              3,              0,              0,              0,              6,                     0, 0.8700000000000001,  10.352520179748534  , 0.6259732484817505
